大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0027	國立高雄應用科技大學	520201	(動力)機械工程學系	D 日	B 四技	675	30	165	50 高雄市	2 技職
0027	國立高雄應用科技大學	520201	(動力)機械工程學系	N 修	B 四技	206	0	35	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	D 日	M 碩士	123	0	54	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	D 日	B 四技	778	25	188	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	N 職	M 碩士	77	0	20	50 高雄市	2 技職
0027	國立高雄應用科技大學	520216	模具工程系	N 修	C 二技	62	0	31	50 高雄市	2 技職
0027	國立高雄應用科技大學	520288	機械類產業研發專班	D 日	M 碩士	14	0	21	50 高雄市	2 技職
0027	國立高雄應用科技大學	520301	土木工程學系	D 日	M 碩士	76	0	42	50 高雄市	2 技職
0027	國立高雄應用科技大學	520301	土木工程學系	D 日	B 四技	515	22	121	50 高雄市	2 技職
0027	國立高雄應用科技大學	520301	土木工程學系	N 職	M 碩士	86	0	25	50 高雄市	2 技職
0027	國立高雄應用科技大學	520301	土木工程學系	N 修	C 二技	68	0	28	50 高雄市	2 技職
0027	國立高雄應用科技大學	520403	化(學)工(程)與材料工程學系	D 日	M 碩士	91	0	43	50 高雄市	2 技職
0027	國立高雄應用科技大學	520403	化(學)工(程)與材料工程學系	D 日	B 四技	489	21	92	50 高雄市	2 技職
0027	國立高雄應用科技大學	520403	化(學)工(程)與材料工程學系	N 修	B 四技	193	3	42	50 高雄市	2 技職
0027	國立高雄應用科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	66	0	30	50 高雄市	2 技職
0027	國立高雄應用科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	B 四技	287	13	71	50 高雄市	2 技職
0027	國立高雄應用科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	C 二技	62	0	25	50 高雄市	2 技職
0027	國立高雄應用科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	N 職	M 碩士	105	0	46	50 高雄市	2 技職
0027	國立高雄應用科技大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	N 修	C 二技	68	0	36	50 高雄市	2 技職
0027	國立高雄應用科技大學	529977	工程類產學專班	D 日	B 四技	196	0	64	50 高雄市	2 技職
0027	國立高雄應用科技大學	810201	觀光(與)(休閒)(管理)(遊憩)學系	D 日	B 四技	263	9	51	50 高雄市	2 技職
0027	國立高雄應用科技大學	810201	觀光(與)(休閒)(管理)(遊憩)學系	N 修	C 二技	96	0	50	50 高雄市	2 技職
0027	國立高雄應用科技大學	819977	民生類產學專班	D 日	B 四技	230	0	39	50 高雄市	2 技職
0028	國立臺北藝術大學	210101	(應用)美術學系	D 日	M 碩士	139	0	29	30 臺北市	1 一般
0028	國立臺北藝術大學	210101	(應用)美術學系	D 日	B 學士	306	14	64	30 臺北市	1 一般
0028	國立臺北藝術大學	210401	音樂學系	D 日	B 學士	272	26	54	30 臺北市	1 一般
0028	國立臺北藝術大學	210408	傳統音樂學系	D 日	B 學士	121	7	22	30 臺北市	1 一般
0028	國立臺北藝術大學	210501	戲劇學系	D 日	B 學士	206	11	43	30 臺北市	1 一般
0028	國立臺北藝術大學	210507	劇場設計學系	D 日	B 學士	170	9	34	30 臺北市	1 一般
0028	國立臺北藝術大學	210511	舞蹈學系	D 日	M 碩士	66	0	22	30 臺北市	1 一般
0028	國立臺北藝術大學	210511	舞蹈學系	D 日	B 學士	128	17	28	30 臺北市	1 一般
0028	國立臺北藝術大學	210602	電影創作學系	D 日	B 學士	192	9	20	30 臺北市	1 一般
0028	國立臺北藝術大學	210614	動畫學系	D 日	B 學士	178	7	40	30 臺北市	1 一般
0028	國立臺北藝術大學	210903	(新)(應用)媒體藝術學系	D 日	B 學士	183	9	33	30 臺北市	1 一般
0029	國立臺灣藝術大學	210101	(應用)美術學系	D 日	B 學士	155	9	29	01 新北市	1 一般
0029	國立臺灣藝術大學	210101	(應用)美術學系	N 修	C 二技	86	0	33	01 新北市	2 技職
0029	國立臺灣藝術大學	210101	(應用)美術學系	P 進	B 學士	120	0	27	01 新北市	1 一般
0029	國立臺灣藝術大學	210104	書畫藝術學系	D 日	B 學士	150	12	21	01 新北市	1 一般
0029	國立臺灣藝術大學	210104	書畫藝術學系	N 修	C 二技	56	0	27	01 新北市	2 技職
0029	國立臺灣藝術大學	210104	書畫藝術學系	P 進	B 學士	128	0	28	01 新北市	1 一般
0029	國立臺灣藝術大學	210201	雕塑學系	D 日	B 學士	169	9	30	01 新北市	1 一般
0029	國立臺灣藝術大學	210302	工藝設計學系	D 日	B 學士	140	9	35	01 新北市	1 一般
0029	國立臺灣藝術大學	210302	工藝設計學系	P 進	B 學士	153	0	37	01 新北市	1 一般
0029	國立臺灣藝術大學	210401	音樂學系	D 日	B 學士	262	12	47	01 新北市	1 一般
0029	國立臺灣藝術大學	210401	音樂學系	P 進	B 學士	126	0	31	01 新北市	1 一般
0029	國立臺灣藝術大學	210402	中國音樂學系	D 日	B 學士	145	6	30	01 新北市	1 一般
0029	國立臺灣藝術大學	210402	中國音樂學系	P 進	B 學士	120	0	31	01 新北市	1 一般
0029	國立臺灣藝術大學	210501	戲劇學系	D 日	B 學士	198	10	44	01 新北市	1 一般
0029	國立臺灣藝術大學	210501	戲劇學系	P 進	B 學士	165	0	39	01 新北市	1 一般
0029	國立臺灣藝術大學	210511	舞蹈學系	D 日	B 學士	163	9	26	01 新北市	1 一般
0029	國立臺灣藝術大學	210511	舞蹈學系	P 進	B 學士	162	0	28	01 新北市	1 一般
0029	國立臺灣藝術大學	210601	電影學系	D 日	B 學士	225	9	34	01 新北市	1 一般
0029	國立臺灣藝術大學	210706	古蹟藝術修護學系	D 日	B 學士	126	9	20	01 新北市	1 一般
0029	國立臺灣藝術大學	210902	多媒體動畫藝術學系	D 日	B 學士	142	8	27	01 新北市	1 一般
0029	國立臺灣藝術大學	230201	視覺(傳達)設計學系	D 日	B 學士	162	9	29	01 新北市	1 一般
0029	國立臺灣藝術大學	230201	視覺(傳達)設計學系	N 修	C 二技	81	0	30	01 新北市	2 技職
0029	國立臺灣藝術大學	230201	視覺(傳達)設計學系	P 進	B 學士	141	0	28	01 新北市	1 一般
0029	國立臺灣藝術大學	320301	廣播電視(電影)學系	D 日	M 碩士	83	0	20	01 新北市	1 一般
0029	國立臺灣藝術大學	320301	廣播電視(電影)學系	D 日	B 學士	191	9	33	01 新北市	1 一般
0029	國立臺灣藝術大學	320301	廣播電視(電影)學系	N 修	C 二技	67	0	23	01 新北市	2 技職
0029	國立臺灣藝術大學	320301	廣播電視(電影)學系	P 進	B 學士	149	0	24	01 新北市	1 一般
0029	國立臺灣藝術大學	320702	圖文傳播(藝術)學系	D 日	B 學士	196	9	41	01 新北市	1 一般
0029	國立臺灣藝術大學	320702	圖文傳播(藝術)學系	P 進	B 學士	177	0	31	01 新北市	1 一般
0030	國立臺東大學	140101	教育學系	D 日	B 學士	199	13	37	14 臺東縣	1 一般
0030	國立臺東大學	140101	教育學系	N 職	M 碩士	117	0	76	14 臺東縣	1 一般
0030	國立臺東大學	140315	體育學系	D 日	B 學士	195	9	38	14 臺東縣	1 一般
0030	國立臺東大學	140401	幼兒教育學系	D 日	B 學士	195	9	53	14 臺東縣	1 一般
0030	國立臺東大學	140601	特殊教育學系	D 日	B 學士	176	9	40	14 臺東縣	1 一般
0030	國立臺東大學	140601	特殊教育學系	N 職	M 碩士	48	0	25	14 臺東縣	1 一般
0030	國立臺東大學	140813	數位媒體與文教產業學系	D 日	B 學士	164	6	32	14 臺東縣	1 一般
0030	國立臺東大學	210105	美術產業(發展)學系	D 日	B 學士	202	9	40	14 臺東縣	1 一般
0030	國立臺東大學	210401	音樂學系	D 日	B 學士	140	10	29	14 臺東縣	1 一般
0030	國立臺東大學	220204	(應用)華語(文)學系	D 日	B 學士	201	8	47	14 臺東縣	1 一般
0030	國立臺東大學	220310	英美(語)文學系	D 日	B 學士	186	10	51	14 臺東縣	1 一般
0030	國立臺東大學	311024	公共與文化事務學系	D 日	B 學士	176	12	43	14 臺東縣	1 一般
0030	國立臺東大學	311024	公共與文化事務學系	N 職	M 碩士	58	0	20	14 臺東縣	1 一般
0030	國立臺東大學	420103	生命科學系	D 日	B 學士	187	8	50	14 臺東縣	1 一般
0030	國立臺東大學	449901	應用科學系	D 日	B 學士	349	13	86	14 臺東縣	1 一般
0030	國立臺東大學	460102	應用數學系	D 日	B 學士	185	8	29	14 臺東縣	1 一般
0030	國立臺東大學	480109	資訊管理(技術)學系	D 日	B 學士	186	9	41	14 臺東縣	1 一般
0030	國立臺東大學	480109	資訊管理(技術)學系	P 進	B 學士	153	0	24	14 臺東縣	1 一般
0030	國立臺東大學	520114	資訊工程學系	D 日	B 學士	350	11	86	14 臺東縣	1 一般
0030	國立臺東大學	810241	文化資源與休閒產業學系	D 日	B 學士	193	9	46	14 臺東縣	1 一般
0030	國立臺東大學	810508	休閒(事業)管理學系	N 職	M 碩士	58	0	24	14 臺東縣	1 一般
0030	國立臺東大學	810513	身心整合與運動休閒產業學系	D 日	B 學士	157	6	44	14 臺東縣	1 一般
0031	國立宜蘭大學	220301	外國語文學系	D 日	B 學士	191	10	54	02 宜蘭縣	1 一般
0031	國立宜蘭大學	349966	應用經濟與管理學系	D 日	M 碩士	39	0	22	02 宜蘭縣	1 一般
0031	國立宜蘭大學	349966	應用經濟與管理學系	D 日	B 學士	369	13	83	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520101	電機(與控制)工程學系	D 日	B 學士	312	15	78	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520101	電機(與控制)工程學系	P 進	B 學士	103	0	20	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520103	(微)電子(工程)學系	D 日	B 學士	325	15	70	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520103	(微)電子(工程)學系	P 進	B 學士	4	0	30	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520114	資訊工程學系	D 日	B 學士	189	10	37	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520226	(機械與)機電工程學系	D 日	M 碩士	22	0	20	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520226	(機械與)機電工程學系	D 日	B 學士	375	14	79	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520226	(機械與)機電工程學系	P 進	B 學士	64	0	34	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520239	生物(產業)機電工程學系	D 日	B 學士	200	13	47	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520301	土木工程學系	D 日	B 學士	463	13	91	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520403	化(學)工(程)與材料工程學系	D 日	B 學士	374	15	78	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520901	環境工程學系	D 日	B 學士	193	11	48	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620207	生物技術與動物科學系	D 日	M 碩士	59	0	24	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620207	生物技術與動物科學系	D 日	B 學士	388	20	90	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620301	園藝學系	D 日	B 學士	228	11	49	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620601	食品科學系	D 日	B 學士	392	16	91	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620601	食品科學系	P 進	B 學士	26	0	26	02 宜蘭縣	1 一般
0031	國立宜蘭大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	B 學士	211	11	44	02 宜蘭縣	1 一般
0031	國立宜蘭大學	810532	休閒產業與健康促進學系	D 日	B 學士	194	7	43	02 宜蘭縣	1 一般
0032	國立聯合大學	220102	臺灣語文(與傳播)學系	D 日	B 學士	191	10	45	05 苗栗縣	1 一般
0032	國立聯合大學	220204	(應用)華語(文)學系	D 日	B 學士	208	11	47	05 苗栗縣	1 一般
0032	國立聯合大學	220303	應用外語系	P 進	B 學士	68	8	43	05 苗栗縣	1 一般
0032	國立聯合大學	230303	工業(產品)設計學系	D 日	B 學士	173	9	36	05 苗栗縣	1 一般
0032	國立聯合大學	340303	經營(與)管理(技術)學系	D 日	B 學士	607	19	146	05 苗栗縣	1 一般
0032	國立聯合大學	340303	經營(與)管理(技術)學系	P 進	B 學士	187	0	42	05 苗栗縣	1 一般
0032	國立聯合大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	196	8	49	05 苗栗縣	1 一般
0032	國立聯合大學	340501	(計量)(數量)財務金融學系	P 進	B 學士	146	0	21	05 苗栗縣	1 一般
0032	國立聯合大學	480109	資訊管理(技術)學系	D 日	B 學士	338	13	68	05 苗栗縣	1 一般
0032	國立聯合大學	520101	電機(與控制)工程學系	D 日	M 碩士	47	0	20	05 苗栗縣	1 一般
0032	國立聯合大學	520101	電機(與控制)工程學系	D 日	B 學士	667	25	154	05 苗栗縣	1 一般
0032	國立聯合大學	520103	(微)電子(工程)學系	D 日	B 學士	696	26	156	05 苗栗縣	1 一般
0032	國立聯合大學	520106	光電(科學與)工程學系	D 日	B 學士	343	14	75	05 苗栗縣	1 一般
0032	國立聯合大學	520114	資訊工程學系	D 日	B 學士	176	11	40	05 苗栗縣	1 一般
0032	國立聯合大學	520114	資訊工程學系	P 進	B 學士	183	0	28	05 苗栗縣	1 一般
0032	國立聯合大學	520201	(動力)機械工程學系	D 日	B 學士	711	25	176	05 苗栗縣	1 一般
0032	國立聯合大學	520201	(動力)機械工程學系	P 進	B 學士	16	0	24	05 苗栗縣	1 一般
0032	國立聯合大學	520310	土木(與)防災工程學系	D 日	B 學士	211	9	49	05 苗栗縣	1 一般
0032	國立聯合大學	520310	土木(與)防災工程學系	P 進	B 學士	175	0	29	05 苗栗縣	1 一般
0032	國立聯合大學	520401	化學工程學系	D 日	B 學士	357	17	88	05 苗栗縣	1 一般
0032	國立聯合大學	520401	化學工程學系	P 進	B 學士	128	0	31	05 苗栗縣	1 一般
0032	國立聯合大學	520502	材料科學(與)(工程)學系	D 日	B 學士	175	10	51	05 苗栗縣	1 一般
0032	國立聯合大學	520905	環境與安全(衛生)工程學系	D 日	B 學士	375	14	71	05 苗栗縣	1 一般
0032	國立聯合大學	521309	能源(應用)(工程)系	D 日	B 學士	152	9	41	05 苗栗縣	1 一般
0032	國立聯合大學	580101	建築(工程)學系	D 日	B 學士	249	11	33	05 苗栗縣	1 一般
0032	國立聯合大學	580101	建築(工程)學系	P 進	B 學士	127	0	22	05 苗栗縣	1 一般
0033	國立虎尾科技大學	220303	應用外語系	D 日	B 四技	431	19	104	09 雲林縣	2 技職
0033	國立虎尾科技大學	230203	(數位)(多)媒體(創意)設計學系	D 日	B 四技	228	10	60	09 雲林縣	2 技職
0033	國立虎尾科技大學	230203	(數位)(多)媒體(創意)設計學系	D 日	C 二技	73	0	48	09 雲林縣	2 技職
0033	國立虎尾科技大學	340301	企業管理學系	D 日	B 四技	408	8	104	09 雲林縣	2 技職
0033	國立虎尾科技大學	340301	企業管理學系	N 職	M 碩士	33	0	24	09 雲林縣	2 技職
0033	國立虎尾科技大學	340301	企業管理學系	N 修	C 二技	22	3	37	09 雲林縣	2 技職
0033	國立虎尾科技大學	340501	(計量)(數量)財務金融學系	D 日	B 四技	237	11	55	09 雲林縣	2 技職
0033	國立虎尾科技大學	340501	(計量)(數量)財務金融學系	N 修	B 四技	214	0	54	09 雲林縣	2 技職
0033	國立虎尾科技大學	349906	工業管理(與經營資訊)學系	D 日	B 四技	405	11	101	09 雲林縣	2 技職
0033	國立虎尾科技大學	420302	(自然)生物科技學系	D 日	B 四技	241	12	56	09 雲林縣	2 技職
0033	國立虎尾科技大學	420377	生物科技類產學專班	D 日	B 四技	42	0	42	09 雲林縣	2 技職
0033	國立虎尾科技大學	480109	資訊管理(技術)學系	D 日	B 四技	213	11	57	09 雲林縣	2 技職
0033	國立虎尾科技大學	480109	資訊管理(技術)學系	N 修	B 四技	203	1	46	09 雲林縣	2 技職
0033	國立虎尾科技大學	520101	電機(與控制)工程學系	D 日	M 碩士	87	0	28	09 雲林縣	2 技職
0033	國立虎尾科技大學	520101	電機(與控制)工程學系	D 日	B 四技	407	22	108	09 雲林縣	2 技職
0033	國立虎尾科技大學	520101	電機(與控制)工程學系	D 日	C 二技	61	0	30	09 雲林縣	2 技職
0033	國立虎尾科技大學	520101	電機(與控制)工程學系	N 修	B 四技	259	0	40	09 雲林縣	2 技職
0033	國立虎尾科技大學	520103	(微)電子(工程)學系	D 日	B 四技	213	16	51	09 雲林縣	2 技職
0033	國立虎尾科技大學	520106	光電(科學與)工程學系	D 日	M 碩士	77	0	30	09 雲林縣	2 技職
0033	國立虎尾科技大學	520106	光電(科學與)工程學系	D 日	B 四技	407	17	105	09 雲林縣	2 技職
0033	國立虎尾科技大學	520114	資訊工程學系	D 日	M 碩士	61	0	22	09 雲林縣	2 技職
0033	國立虎尾科技大學	520114	資訊工程學系	D 日	B 四技	426	15	78	09 雲林縣	2 技職
0033	國立虎尾科技大學	520121	自動化(控制)工程系	D 日	B 四技	419	15	97	09 雲林縣	2 技職
0033	國立虎尾科技大學	520201	(動力)機械工程學系	D 日	M 碩士	58	0	25	09 雲林縣	2 技職
0033	國立虎尾科技大學	520201	(動力)機械工程學系	D 日	B 四技	447	17	93	09 雲林縣	2 技職
0033	國立虎尾科技大學	520202	車輛工程系	D 日	B 四技	422	13	85	09 雲林縣	2 技職
0033	國立虎尾科技大學	520202	車輛工程系	N 修	B 四技	272	1	29	09 雲林縣	2 技職
0033	國立虎尾科技大學	520206	飛機(系統)工程學系	D 日	B 四技	864	25	212	09 雲林縣	2 技職
0033	國立虎尾科技大學	520215	機械設計工程學系	D 日	B 四技	456	18	111	09 雲林縣	2 技職
0033	國立虎尾科技大學	520220	機械與電腦(輔助)工程學系	D 日	M 碩士	73	0	36	09 雲林縣	2 技職
0033	國立虎尾科技大學	520220	機械與電腦(輔助)工程學系	D 日	B 四技	420	18	114	09 雲林縣	2 技職
0033	國立虎尾科技大學	520220	機械與電腦(輔助)工程學系	N 修	B 四技	240	0	34	09 雲林縣	2 技職
0033	國立虎尾科技大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	51	0	28	09 雲林縣	2 技職
0033	國立虎尾科技大學	520502	材料科學(與)(工程)學系	D 日	B 四技	410	15	89	09 雲林縣	2 技職
0033	國立虎尾科技大學	810209	休閒遊憩(事業)學系	D 日	B 四技	220	6	55	09 雲林縣	2 技職
0034	國立高雄海洋科技大學	340827	供應鏈管理系	D 日	B 四技	252	9	57	50 高雄市	2 技職
0034	國立高雄海洋科技大學	340827	供應鏈管理系	N 修	B 四技	182	1	39	50 高雄市	2 技職
0034	國立高雄海洋科技大學	440501	海洋生物(科技)(暨資源)(技術)系	D 日	B 四技	200	9	47	50 高雄市	2 技職
0034	國立高雄海洋科技大學	480109	資訊管理(技術)學系	D 日	B 四技	408	12	90	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520103	(微)電子(工程)學系	D 日	B 四技	221	12	48	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520124	電訊工程學系	D 日	B 四技	213	11	53	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520124	電訊工程學系	N 修	B 四技	200	0	40	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520214	輪機工程學系	D 日	B 四技	444	24	55	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520214	輪機工程學系	D 日	C 二技	88	0	40	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520214	輪機工程科	D 日	5 五專	269	0	33	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520214	輪機工程學系	N 修	B 四技	190	0	47	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520263	造船及海洋工程系	D 日	B 四技	479	15	109	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520263	造船及海洋工程系	N 修	B 四技	180	0	36	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520909	海洋環境(及)工程學系	D 日	B 四技	219	10	47	50 高雄市	2 技職
0034	國立高雄海洋科技大學	520909	海洋環境(及)工程學系	N 修	B 四技	154	1	32	50 高雄市	2 技職
0034	國立高雄海洋科技大學	529977	工程類產學專班	D 日	B 四技	18	0	50	50 高雄市	2 技職
0034	國立高雄海洋科技大學	620603	水產食品科學系	D 日	B 四技	449	17	103	50 高雄市	2 技職
0034	國立高雄海洋科技大學	620603	水產食品科學系	N 修	B 四技	181	0	33	50 高雄市	2 技職
0034	國立高雄海洋科技大學	621103	漁業生產與管理學系	D 日	B 四技	227	11	53	50 高雄市	2 技職
0034	國立高雄海洋科技大學	621103	漁業生產與管理學系	N 修	B 四技	138	0	27	50 高雄市	2 技職
0034	國立高雄海洋科技大學	621104	水產養殖學系	D 日	B 四技	417	15	102	50 高雄市	2 技職
0034	國立高雄海洋科技大學	621104	水產養殖學系	N 修	B 四技	153	1	26	50 高雄市	2 技職
0034	國立高雄海洋科技大學	810220	海洋休閒(觀光)(管理)系	D 日	B 四技	242	9	66	50 高雄市	2 技職
0034	國立高雄海洋科技大學	810220	海洋休閒(觀光)(管理)系	N 修	B 四技	179	0	32	50 高雄市	2 技職
0034	國立高雄海洋科技大學	840106	航運管理學系	D 日	B 四技	403	13	97	50 高雄市	2 技職
0034	國立高雄海洋科技大學	840106	航運管理學系	N 修	B 四技	163	0	38	50 高雄市	2 技職
0034	國立高雄海洋科技大學	840107	航運技術系	D 日	B 四技	248	17	51	50 高雄市	2 技職
0034	國立高雄海洋科技大學	840107	航運技術系	D 日	C 二技	113	0	33	50 高雄市	2 技職
0034	國立高雄海洋科技大學	840304	航海科	D 日	5 五專	247	0	46	50 高雄市	2 技職
0035	國立臺南藝術大學	210402	中國音樂學系	D 日	B 學士	98	13	24	11 臺南市	1 一般
0035	國立臺南藝術大學	210405	應用音樂學系	D 日	B 學士	177	7	37	11 臺南市	1 一般
0035	國立臺南藝術大學	210612	動畫藝術與影像美學研究所	D 日	M 碩士	75	6	26	11 臺南市	1 一般
0035	國立臺南藝術大學	210703	藝術史學系	D 日	B 學士	188	10	31	11 臺南市	1 一般
0035	國立臺南藝術大學	230101	材質創作與設計系	D 日	B 學士	211	7	41	11 臺南市	1 一般
0035	國立臺南藝術大學	320502	博物館學與古物維護研究所	D 日	M 碩士	99	7	20	11 臺南市	1 一般
0036	國立臺南大學	140101	教育學系	D 日	M 碩士	141	0	30	21 臺南市	1 一般
0036	國立臺南大學	140101	教育學系	D 日	B 學士	332	22	81	21 臺南市	1 一般
0036	國立臺南大學	140101	教育學系	N 職	M 碩士	134	0	36	21 臺南市	1 一般
0036	國立臺南大學	140315	體育學系	D 日	B 學士	180	10	47	21 臺南市	1 一般
0036	國立臺南大學	140401	幼兒教育學系	D 日	B 學士	178	10	39	21 臺南市	1 一般
0036	國立臺南大學	140601	特殊教育學系	D 日	B 學士	192	14	42	21 臺南市	1 一般
0036	國立臺南大學	140804	(數位)學習科技學系	D 日	B 學士	173	11	34	21 臺南市	1 一般
0036	國立臺南大學	210401	音樂學系	D 日	B 學士	182	10	39	21 臺南市	1 一般
0036	國立臺南大學	210401	音樂學系	P 進	B 學士	78	0	22	21 臺南市	1 一般
0036	國立臺南大學	210510	戲劇創作與應用學系	D 日	B 學士	173	9	36	21 臺南市	1 一般
0036	國立臺南大學	210619	視覺藝術與設計學系	D 日	B 學士	188	8	37	21 臺南市	1 一般
0036	國立臺南大學	220201	(中)國(語)文學系	D 日	B 學士	320	15	66	21 臺南市	1 一般
0036	國立臺南大學	220308	英語學系	D 日	B 學士	186	7	45	21 臺南市	1 一般
0036	國立臺南大學	220308	英語學系	P 進	B 學士	39	0	40	21 臺南市	1 一般
0036	國立臺南大學	310507	諮商與輔導學系	D 日	B 學士	173	8	43	21 臺南市	1 一般
0036	國立臺南大學	310713	文化與自然資源學系	D 日	B 學士	172	9	44	21 臺南市	1 一般
0036	國立臺南大學	310804	行政管理(暨政策)學系	D 日	B 學士	179	8	43	21 臺南市	1 一般
0036	國立臺南大學	340303	經營(與)管理(技術)學系	D 日	B 學士	163	9	43	21 臺南市	1 一般
0036	國立臺南大學	340303	經營(與)管理(技術)學系	N 職	M 碩士	82	0	27	21 臺南市	1 一般
0036	國立臺南大學	420206	生態科學與技術學系	D 日	B 學士	149	10	23	21 臺南市	1 一般
0036	國立臺南大學	420302	(自然)生物科技學系	D 日	B 學士	159	9	36	21 臺南市	1 一般
0036	國立臺南大學	460102	應用數學系	D 日	B 學士	167	10	30	21 臺南市	1 一般
0036	國立臺南大學	520101	電機(與控制)工程學系	D 日	B 學士	166	11	41	21 臺南市	1 一般
0036	國立臺南大學	520114	資訊工程學系	D 日	B 學士	161	9	39	21 臺南市	1 一般
0036	國立臺南大學	520502	材料科學(與)(工程)學系	D 日	B 學士	146	10	35	21 臺南市	1 一般
0036	國立臺南大學	521310	綠色能源(科技)學系	D 日	B 學士	161	9	43	21 臺南市	1 一般
0036	國立臺南大學	521310	綠色能源(科技)學系	P 進	B 學士	3	0	33	21 臺南市	1 一般
0037	國立臺北教育大學	140101	教育學系	D 日	B 學士	168	15	47	30 臺北市	3 師範
0037	國立臺北教育大學	140101	教育學系	N 職	M 碩士	106	0	40	30 臺北市	3 師範
0037	國立臺北教育大學	140206	(自然)科學教育(與應用)	D 日	B 學士	192	13	46	30 臺北市	3 師範
0037	國立臺北教育大學	140210	數學(暨)資訊教育學系	D 日	B 學士	236	13	54	30 臺北市	3 師範
0037	國立臺北教育大學	140212	(兒童)英語教(育)學系	D 日	B 學士	147	12	31	30 臺北市	3 師範
0037	國立臺北教育大學	140315	體育學系	D 日	B 學士	231	14	53	30 臺北市	3 師範
0037	國立臺北教育大學	140408	幼兒與家庭教育學系	D 日	B 學士	174	10	44	30 臺北市	3 師範
0037	國立臺北教育大學	140601	特殊教育學系	D 日	B 學士	172	10	36	30 臺北市	3 師範
0037	國立臺北教育大學	140601	特殊教育學系	N 職	M 碩士	31	0	21	30 臺北市	3 師範
0037	國立臺北教育大學	140707	教育經營與管理學系	D 日	B 學士	187	15	45	30 臺北市	3 師範
0037	國立臺北教育大學	140707	教育經營與管理學系	N 職	M 碩士	69	0	20	30 臺北市	3 師範
0037	國立臺北教育大學	140815	課程與教學傳播科技研究所	N 職	M 碩士	96	0	22	30 臺北市	3 師範
0037	國立臺北教育大學	210401	音樂學系	D 日	M 碩士	66	0	35	30 臺北市	3 師範
0037	國立臺北教育大學	210401	音樂學系	D 日	B 學士	168	12	32	30 臺北市	3 師範
0037	國立臺北教育大學	210906	藝術與造形設計學系	D 日	M 碩士	84	0	23	30 臺北市	3 師範
0037	國立臺北教育大學	210906	藝術與造形設計學系	D 日	B 學士	379	15	78	30 臺北市	3 師範
0037	國立臺北教育大學	210906	藝術與造形設計學系	N 職	M 碩士	72	0	26	30 臺北市	3 師範
0037	國立臺北教育大學	210908	文化創意產業經營學系	D 日	B 學士	190	9	46	30 臺北市	3 師範
0037	國立臺北教育大學	220401	語文(與創作)學系	D 日	B 學士	366	19	71	30 臺北市	3 師範
0037	國立臺北教育大學	230206	數位(內容)(與)(動畫)(科技)設計學系	D 日	M 碩士	68	0	21	30 臺北市	3 師範
0037	國立臺北教育大學	230206	數位(內容)(與)(動畫)(科技)設計學系	D 日	B 學士	172	11	42	30 臺北市	3 師範
0037	國立臺北教育大學	310509	心理與諮商學系	D 日	M 碩士	99	0	25	30 臺北市	3 師範
0037	國立臺北教育大學	310509	心理與諮商學系	D 日	B 學士	200	10	40	30 臺北市	3 師範
0037	國立臺北教育大學	310732	社會與區域發展學系	D 日	B 學士	223	10	46	30 臺北市	3 師範
